Event name,Date,Start Time,End Time,Artists,Venue,Event URL,Number of guests attending
Hippie new Year -Enough Tickets at the Door-,2016-12-31T00:00:00.000,2016-12-31T23:00:00.000,2017-01-01T23:59:00.000,"Oliver Koletzki, Andhim, Niconé, Baal, Wankelmut, Chopstick & Johnjon, David Jach, Heimlich Knüller, Prismode, Solvane, Mario Aureo, Kotelett&Zadak, Kotelett, Kuriose Naturale, Manuel Moreno, HRRSN, Patryk Molinari, DJ Aroma, Toni Haupt, Björn Störig, Markus Klee, Maik Gyver, COBRETTI, COBRETTI, 959er, Daniel Schumann, Jack Tennis, John Tale, Turkish",Ritter Butzke,/events/869669,2541
Zweitausendsiebzehn,2016-12-31T00:00:00.000,2016-12-31T22:00:00.000,2017-01-01T22:00:00.000,"Paranoid London, Mark Broom, Mosca, Head Front Panel, Charlton, Murat Tepeli, Emika, I/Y, Deniro, Franklin De Costa, Elisabeth, DJ Normal 4, Stojche, Jay Green, Mistake Made, Vault Series, Esposito, Michael Nadjé, Miriam Schulte, Franz Scala, Larsson, Acierate, CanDJane",Griessmuehle,/events/905613,884
"Fortress Blank with DJ Stingray, Rebekah, Dr. Rubinstein, Snuff Crew -Live- & Many More",2016-12-31T00:00:00.000,2016-12-31T23:59:00.000,2017-01-02T07:00:00.000,"Alex Cliché, Anja Zaube, Barbara Hofmann, Diwa, Caleb ESC, cf2000, Denise Rabe, Dr. Rubinstein, Hang Aoki, Jessamine, Kennedy, Kvrt, Kwaint, Lazercat, Marc Schneider, Monsanto High, Monsanto, Nadine Hennig, Natascha Kann, Rebekah, Resom, RSS Disco, Samuel Gieben, Snuff Crew",://about blank,/events/905245,755
Disco 3000 - NYE 35h Nonstop Part 1,2016-12-31T00:00:00.000,2016-12-31T23:59:00.000,2017-01-02T12:00:00.000,"Trevino, Oliver Ho, Raudive, Lauer, Stefan Goldmann, Hard Ton, Moscoman, Jonny Rock, DJ Normal 4, Soukie & Windish, Kotelett&Zadak, Kotelett, Johannes Albert, Delfonic, PARAMIDA, Peak & Swift, Samanta Fox, Sebastian Voigt, 22Rockets, Michal Zietara, Tobias Gullberg, Engyn, Sado Opera, Joshua Jesse, Jack Jenson, Samuel Gieben, Dj Longsleeve, Marc Fm",Renate,/events/905949,689
"Silvester 2016/2017 mit Alfred Heinrichs, Thomas Schumacher, K-Paul Thomas Lizzara, Dekai",2016-12-31T00:00:00.000,2016-12-31T22:00:00.000,2017-01-02T08:00:00.000,"Alfred Heinrichs, Daniel Boon, Dennis Beutler, Diaz-Soto, DJ Emerson, Kontny & Stache, Michael Nielebock, Nico Pusch, Pierre Deutschmann, Sebastian Bosch, Sebastian Kremer, Stereo Express, Stereo Jack, Thomas Lizzara, Thomas Schumacher, Zusan",Magdalena,/events/901463,588
Silvester 2016,2017-01-01T00:00:00.000,2017-01-01T01:00:00.000,2017-01-01T23:59:00.000,"Ben Klock, DVS1, Etapp Kyle, Fiedel, Kobosil, Somewhen, Efdemin, Margaret Dygas, Muallem, Nick Höppner, Nitam, Roi Perez, Chris Cruse, Discodromo, Marcus Marr, October, Skatebård, Soundstream, Barker, Martyn, Massimiliano Pagliara, Prurient, The Orb",Berghain | Panorama Bar | Säule,/events/901560,336
Libertine & Melliflow NYE,2016-12-31T00:00:00.000,2016-12-31T23:59:00.000,2017-01-02T06:00:00.000,"Vera, Alexandra, Evan Baggs, DJ Masda, Spacetravel, Etienne, Max Vaahs, Gwenan, Sbri",Libertine Club,/events/873102,330
Bordel Des Arts & Yes Pres. This Is Berlin Speaking,2016-12-31T00:00:00.000,2016-12-31T22:00:00.000,2017-01-02T12:00:00.000,"Daniel Stefanik, KlangKuenstler, The Sorry Entertainers, David Keno, Mutlu, Jama Deejay, Mitja Prinz, Gunnar Stiller, Sokool, Foolik, Lars Moston, Marvin Hey, Ferdinand Dreyssig, You and Alex, Aemsel & Krepel, Casimir von Oettingen, Electronic Elephant, Tony Casanova, Lee Jokes, Joshua Jesse, Damian.Thorn, Slurm McKenzie, Polytoxikomanie, Sam Shure, Sabrina Mue, JurieMember, Daensen, Bonnie, Krylle",[ipsə],/events/901886,286
"New Years Eve *2016* with Smallpeople, Paul Woolford, Borrowed Identity and Many More",2016-12-31T00:00:00.000,2016-12-31T21:00:00.000,2017-01-02T09:00:00.000,"Smallpeople, Paul Woolford, Catnapp, Arnaldo, Ed Ed, Sofia Kourtesis, Justin Massei, Yannick Robyns, Marcel Freigeist, High Had, Patrick Copeland, Devan, Pettenreuth, Marius Krickow, Dinky, Die Vögel, Jay Shepheard, Raz Ohara, Ma.to, tINI, Rockaforte, Eliazar, Clint Stewart, Chris Hirose, Andrea Cichecki, Jason Lanox, African Acid is the Future, Daniel Marinello",Chalet,/events/895103,276
"Wer Kommt, der Kommt ",2017-01-01T00:00:00.000,2017-01-01T06:00:00.000,2017-01-02T10:00:00.000,"Empro, Coco, SiD, Ronald Christoph, Lenny Brookster, Johannes Froehlich, Bee Lincoln, Daniel Kirchner, deKai, Fabian Drews, Chlass, Stan Starry, The Mony",Hoppetosse,/events/903711,232
Electric Sound Garden Pres. Berlin Residents,2017-01-01T00:00:00.000,2017-01-01T23:00:00.000,2017-01-02T11:00:00.000,"Juliet Fox, freedomB, Dennis Beutler, Swaytone",Lokschuppen Berlin,/events/868982,129
Frisch Gestrichen - Luck up,2017-01-01T00:00:00.000,2017-01-01T23:59:00.000,2017-01-02T10:00:00.000,"Tiefschwarz, Ben Pearce, Matchy & Bott, Matchy, Rocko Garoni, Jen & Berry's, Gebrüder Dargus",Ritter Butzke,/events/909823,102
Le Grand Blö with Citizenn / Catz 'N Dogz / Kate Simko / Frankey & Sandrino / Britta Arnold,2016-12-31T00:00:00.000,2016-12-31T22:00:00.000,2017-01-04T22:00:00.000,"Pilocka Krach, Lassmalaura, Monolink, The Sorry Entertainers, Midas 104, Citizenn, Pauli Pocket, Dave Dinger, Okain, Sven Dohse, Märtini Brös, Catz 'N Dogz, Kate Simko, David Dorad, Britta Arnold, Justin Marchacos, Frankey & Sandrino, Sascha Cawa, Olivier Weiter, Elliver, Unders, Peter Schumann, Soukie & Windish, Leon Kostner, Warte:mal, Ada, Mimi Love, Mira, Madmotormiquel, L'amitie, Plattenali, Juli N. More, Jake the Rapper, Kieran Behan, Martha van Straaten",Kater Blau,/events/901336,81
Zweitausendsiebzehn Continued,2017-01-01T00:00:00.000,2017-01-01T22:00:00.000,2017-01-02T22:00:00.000,"Emika, I/Y, DJ Normal 4, Mistake Made, Vault Series, Miriam Schulte, Acierate",Griessmuehle,/events/905607,70
Club the Rest,2017-01-01T00:00:00.000,2017-01-01T23:59:00.000,2017-01-02T12:00:00.000,"Ellen Allien, Tanith, Marcelus, Pacou, Marcel Heese, TAG",Tresor / Globus,/events/906787,59
Bordel Des Arts & Yes Pres. This Is Berlin Speaking,2017-01-01T00:00:00.000,2017-01-01T00:00:00.000,2017-01-02T12:00:00.000,"Daniel Stefanik, KlangKuenstler, The Sorry Entertainers, David Keno, Mutlu, Jama Deejay, Mitja Prinz, Gunnar Stiller, Sokool, Foolik, Lars Moston, Marvin Hey, Ferdinand Dreyssig, You and Alex, Aemsel & Krepel, Casimir von Oettingen, Electronic Elephant, Tony Casanova, Lee Jokes, Joshua Jesse, Damian.Thorn, Slurm McKenzie, Polytoxikomanie, Sam Shure, Sabrina Mue, JurieMember, Daensen, Krylle",[ipsə],/events/907010,50
Le Grand Blö with Kate Simko / Catz 'N Dogz / Frankey & Sandrino / Britta Arnold,2017-01-01T00:00:00.000,2017-01-01T12:00:00.000,2017-01-04T23:59:00.000,"The Sorry Entertainers, Okain, Sven Dohse, Märtini Brös, Catz 'N Dogz, Kate Simko, David Dorad, Britta Arnold, Justin Marchacos, Frankey & Sandrino, Sascha Cawa, Olivier Weiter, Elliver, Unders, Peter Schumann, Soukie & Windish, Leon Kostner, Warte:mal, Mimi Love, Mira, Madmotormiquel, Plattenali, Juli N. More, Jake the Rapper, Kieran Behan, Oliver Koletzki, Martha van Straaten",Kater Blau,/events/904325,41
Silvestergedeck,2016-12-31T00:00:00.000,2016-12-31T23:00:00.000,2017-01-02T02:00:00.000,"LetKolben, Nils Twachtmann, Nicorus, Sylvie Maziarz, ROEGLIN, Der Kosmonaut, doob, Baba Sikander, Warte:mal, Magnutze",Kultstätte Keller,/events/912902,36
Every End Is A New Beginning - Day 5,2017-01-01T00:00:00.000,2017-01-01T23:59:00.000,2017-01-02T10:00:00.000,André Galluzzi,Watergate,/events/903033,32
