Event name,Date,Start Time,End Time,Artists,Venue,Event URL,Number of guests attending
Cancelled // Wkdk,2022-01-01T00:00:00.000,2022-01-01T01:00:00.000,2022-01-02T12:00:00.000,"Coco, Empro",Hoppetosse,/events/1472762,34
(Cancelled ),2022-01-01T00:00:00.000,2022-01-01T20:00:00.000,2022-01-02T08:00:00.000,,TBA - Berlin,/events/1477531,28
2021,2021-12-31T00:00:00.000,2021-12-31T22:00:00.000,2022-01-02T12:00:00.000,,O.S.D.,/events/1481705,9
NYE mit Daza & Jaramillo,2022-01-01T00:00:00.000,2022-01-01T18:00:00.000,2022-01-02T06:00:00.000,DAZA,Minimal Bar,/events/1491981,8
Frohes Neues Wünscht das Promenaden Eck,2022-01-01T00:00:00.000,2022-01-01T19:00:00.000,2022-01-02T06:00:00.000,,Promenaden Eck,/events/1491778,5
XYZ - in Concert,2022-01-01T00:00:00.000,2022-01-01T19:00:00.000,2022-01-02T00:00:00.000,,Garden of the Heilig Kreuz Kirche,/events/1445733,4
Silvester with Friends @Highstreet,2022-01-01T00:00:00.000,2022-01-01T01:30:00.000,2022-01-01T06:30:00.000,,TBA - Berlin,/events/1534830,1
[CANCELLED] Birgits NYE Festival - Day Two (24H Rave) Cancelled,2021-12-31T00:00:00.000,2021-12-31T22:00:00.000,2022-01-01T22:00:00.000,"vom Feisten, Martin Ka, Daniel Neuland",Birgit,/events/1480080,34
[CANCELLED] Birgits NYE Festival - Day Three Cancelled,2022-01-01T00:00:00.000,2022-01-01T22:00:00.000,2022-01-02T10:00:00.000,"Kollektiv Ost, Marc DePulse, Nikklaas, Jake the Rapper",Birgit,/events/1480081,20
Cancelled,2022-01-02T00:00:00.000,2022-01-02T09:00:00.000,2022-01-03T06:00:00.000,,Crack Bellmer,/events/1477590,10
Lazy.Sunday mit Pablo Cornejo (Chile),2022-01-02T00:00:00.000,2022-01-02T18:00:00.000,2022-01-03T04:00:00.000,Pablo Cornejo,Minimal Bar,/events/1491991,9
Manic.Monday mit Javier Anxiety,2022-01-03T00:00:00.000,2022-01-03T18:00:00.000,2022-01-04T04:00:00.000,Javier Anxiety,Minimal Bar,/events/1491996,5
(Cancelled) Encore.une.Fois,2022-01-04T00:00:00.000,2022-01-04T23:00:00.000,2022-01-05T09:00:00.000,WAYNETTE,ÆDEN,/events/1480718,11
go.Play mit Rafamarkez Aka Sinev,2022-01-04T00:00:00.000,2022-01-04T18:00:00.000,2022-01-05T04:00:00.000,,Minimal Bar,/events/1492001,5
The Unknown,2022-01-05T00:00:00.000,2022-01-05T22:00:00.000,2022-01-06T01:00:00.000,,Mein Haus Am See,/events/1491125,13
Mittendrin mit Chris Robin,2022-01-05T00:00:00.000,2022-01-05T18:00:00.000,2022-01-06T04:00:00.000,Chris Robin,Minimal Bar,/events/1492200,2
The Unknown,2022-01-06T00:00:00.000,2022-01-06T22:00:00.000,2022-01-07T02:00:00.000,,Zu Mir Oder Zu Dir,/events/1490468,17
Electronic.Thursday mit Maki Polne,2022-01-06T00:00:00.000,2022-01-06T18:00:00.000,2022-01-07T05:00:00.000,Maki Polne,Minimal Bar,/events/1492205,4
Ricochet Showcase,2022-01-07T00:00:00.000,2022-01-07T22:00:00.000,2022-01-08T06:00:00.000,"Kilian Vega, Ion:as, Moms on Acid, Ronny Krohn",Loophole,/events/1470626,35
Young Love,2022-01-07T00:00:00.000,2022-01-07T22:00:00.000,2022-01-08T06:00:00.000,Andree Wischnewski,Insomnia,/events/1483444,24
Vinyl.Zone mit Saša & Chaker,2022-01-07T00:00:00.000,2022-01-07T18:00:00.000,2022-01-08T06:00:00.000,"Saša, Chaker",Minimal Bar,/events/1491986,4
do not Dance at Disco Drops,2022-01-07T00:00:00.000,2022-01-07T21:00:00.000,2022-01-08T04:00:00.000,"Lotte Ahoi, Nigel Nagel",Crack Bellmer,/events/1493113,2
[postponed] Micropacer Invites… #2 Wannadosomething,2022-01-07T00:00:00.000,2022-01-07T22:00:00.000,2022-01-08T05:00:00.000,"wannadosomething?, Norman Peer, Micropacer",Bohnengold,/events/1483466,1
Down Together with Dante Tom,2022-01-07T00:00:00.000,2022-01-07T19:00:00.000,2022-01-07T22:00:00.000,Dante Tom,Mein Haus Am See,/events/1491238,1
Unser Wochenende im Promenaden Eck,2022-01-07T00:00:00.000,2022-01-07T19:00:00.000,2022-01-08T06:00:00.000,,Promenaden Eck,/events/1493240,1
Power House - UK Special,2022-01-08T00:00:00.000,2022-01-08T23:30:00.000,2022-01-09T08:00:00.000,,Paloma,/events/1485920,26
Una Notte Maledetta,2022-01-08T00:00:00.000,2022-01-08T22:00:00.000,2022-01-09T04:00:00.000,,Crack Bellmer,/events/1492701,9
Friends.Zone mit Luca ( Minimal Bar),2022-01-08T00:00:00.000,2022-01-08T18:00:00.000,2022-01-09T06:00:00.000,,Minimal Bar,/events/1491982,5
Unser Wochenende im Promenaden Eck,2022-01-08T00:00:00.000,2022-01-08T19:00:00.000,2022-01-09T06:00:00.000,,Promenaden Eck,/events/1493241,2
[postponed] Jonas Z Invites,2022-01-08T00:00:00.000,2022-01-08T22:00:00.000,2022-01-09T05:00:00.000,Phalanx,Paloma,/events/1490453,1
The Future Light Show vs 80s,2022-01-08T00:00:00.000,2022-01-08T22:00:00.000,2022-01-09T03:00:00.000,disco darnowski,Zu Mir Oder Zu Dir,/events/1493061,1
Lazy.Sunday mit zhart ( Schmutzig Berlin ) & Magdalena Klangjut,2022-01-09T00:00:00.000,2022-01-09T18:00:00.000,2022-01-10T04:00:00.000,zhart,Minimal Bar,/events/1491992,5
Manic.Monday mit isa Spits,2022-01-10T00:00:00.000,2022-01-10T18:00:00.000,2022-01-11T04:00:00.000,Isa Spits,Minimal Bar,/events/1491997,1
(Cancelled) Encore.une.Fois,2022-01-11T00:00:00.000,2022-01-11T23:00:00.000,2022-01-12T09:00:00.000,"Derek Plaslaiko, Prequel Tapes, Inverse Element, Nina Berg",ÆDEN,/events/1481690,8
go.Play mit TBA,2022-01-11T00:00:00.000,2022-01-11T18:00:00.000,2022-01-12T04:00:00.000,,Minimal Bar,/events/1492197,5
The Unknown,2022-01-12T00:00:00.000,2022-01-12T22:00:00.000,2022-01-13T01:00:00.000,,Mein Haus Am See,/events/1491128,16
Mittendrin mit Stevn Kaiser & Aramis,2022-01-12T00:00:00.000,2022-01-12T18:00:00.000,2022-01-13T04:00:00.000,,Minimal Bar,/events/1492201,4
Free Vinyl Night with Abryss,2022-01-12T00:00:00.000,2022-01-12T20:00:00.000,2022-01-13T04:00:00.000,,Tante Grete,/events/1493948,1
Noise on the Surface,2022-01-13T00:00:00.000,2022-01-13T19:00:00.000,2022-01-14T03:00:00.000,Sciarada,Minimal Bar,/events/1492226,27
The Unknown,2022-01-13T00:00:00.000,2022-01-13T22:00:00.000,2022-01-14T02:00:00.000,,Zu Mir Oder Zu Dir,/events/1490469,19
Reinkarnation - by NEUTRUM,2022-01-13T00:00:00.000,2022-01-13T22:00:00.000,2022-01-14T06:00:00.000,,Humboldthain Club,/events/1487546,2
Bambule.Berlin mit Oaky & Jans3n,2022-01-14T00:00:00.000,2022-01-14T18:00:00.000,2022-01-15T06:00:00.000,Oaky,Minimal Bar,/events/1491987,15
Move Your Toes with Luu Sierra & Caapi El Mesti,2022-01-14T00:00:00.000,2022-01-14T21:00:00.000,2022-01-15T04:00:00.000,"Luu Sierra, Caapi El Mesti",Crack Bellmer,/events/1493709,7
Unser Wochenende im Promenaden Eck,2022-01-14T00:00:00.000,2022-01-14T19:00:00.000,2022-01-15T06:00:00.000,,Promenaden Eck,/events/1494113,6
Good House Vibes with Dante Tom,2022-01-14T00:00:00.000,2022-01-14T18:00:00.000,2022-01-14T22:00:00.000,Dante Tom,An Einem Sonntag Im August,/events/1491239,3
Hedomanie: Hedonistic Non-Dance Party,2022-01-15T00:00:00.000,2022-01-15T22:00:00.000,2022-01-16T07:00:00.000,"Asem Shama, Rick.O, Wiebe Roose",Insomnia,/events/1493532,17
Otrantos.Music.Zone mit Bruno Otranto & Zerka,2022-01-15T00:00:00.000,2022-01-15T18:00:00.000,2022-01-16T06:00:00.000,"Bruno Otranto, zerka",Minimal Bar,/events/1491983,12
Monom Studio presents an Introduction to Spatial Sound Workshops:,2022-01-15T00:00:00.000,2022-01-15T10:00:00.000,2022-01-22T18:00:00.000,,MONOM,/events/1490661,5
The Consulate (Cancelled),2022-01-15T00:00:00.000,2022-01-15T11:30:00.000,2022-01-16T07:00:00.000,"Alex From Tokyo, Gratts",Paloma,/events/1488761,4
Monom Studio presents an Introduction to Spatial Sound Workshops:,2022-01-15T00:00:00.000,2022-01-15T10:00:00.000,2022-01-22T18:00:00.000,,MONOM,/events/1490667,4
Down Together with Dante Tom,2022-01-15T00:00:00.000,2022-01-15T22:00:00.000,2022-01-16T01:00:00.000,Dante Tom,Mein Haus Am See,/events/1492961,4
Finest Crackers - Seated Edition,2022-01-15T00:00:00.000,2022-01-15T21:00:00.000,2022-01-16T04:00:00.000,"Marie Midori, Josh Snow",Crack Bellmer,/events/1493724,4
Monom Studio presents an Introduction to Spatial Sound Workshops:,2022-01-15T00:00:00.000,2022-01-15T10:00:00.000,2022-01-22T18:00:00.000,,MONOM,/events/1490661,5
Lazy.Sunday mit Kat Kat Tat,2022-01-16T00:00:00.000,2022-01-16T18:00:00.000,2022-01-17T04:00:00.000,Kat Kat Tat,Minimal Bar,/events/1491993,5
Monom Studio presents an Introduction to Spatial Sound Workshops:,2022-01-15T00:00:00.000,2022-01-15T10:00:00.000,2022-01-22T18:00:00.000,,MONOM,/events/1490667,4
Unser Wochenende im Promenaden Eck,2022-01-16T00:00:00.000,2022-01-16T19:00:00.000,2022-01-17T06:00:00.000,,Promenaden Eck,/events/1494114,1
Monom Studio presents an Introduction to Spatial Sound Workshops:,2022-01-15T00:00:00.000,2022-01-15T10:00:00.000,2022-01-22T18:00:00.000,,MONOM,/events/1490661,5
Monom Studio presents an Introduction to Spatial Sound Workshops:,2022-01-15T00:00:00.000,2022-01-15T10:00:00.000,2022-01-22T18:00:00.000,,MONOM,/events/1490667,4
Manic.Monday mit TBA,2022-01-17T00:00:00.000,2022-01-17T18:00:00.000,2022-01-18T04:00:00.000,,Minimal Bar,/events/1491998,4
go.Play mit Dominic Tausendfreund,2022-01-18T00:00:00.000,2022-01-18T18:00:00.000,2022-01-20T04:00:00.000,Dominic Tausendfreund,Minimal Bar,/events/1492199,7
Monom Studio presents an Introduction to Spatial Sound Workshops:,2022-01-15T00:00:00.000,2022-01-15T10:00:00.000,2022-01-22T18:00:00.000,,MONOM,/events/1490661,5
Monom Studio presents an Introduction to Spatial Sound Workshops:,2022-01-15T00:00:00.000,2022-01-15T10:00:00.000,2022-01-22T18:00:00.000,,MONOM,/events/1490667,4
CTM 2022: Modular Organ System,2022-01-19T00:00:00.000,2022-01-19T16:00:00.000,2022-01-29T16:00:00.000,"Ellen Arkbro, Kali Malone, Stephen O'Malley",Silent Green,/events/1489277,25
